emp_no,emp_title_id,birth_date,first_name,last_name,sex,hire_date
47907,s0001,6/11/1961,Leah,Terekhov,F,2/5/1985
429073,s0001,3/13/1959,Val,Awdeh,M,1/27/1999
453885,s0001,2/20/1964,Tran,Gammage,M,4/21/1992
269547,s0001,5/20/1956,Pragnesh,Perz,M,3/2/1990
98647,s0001,11/10/1963,Munehiro,Zweizig,M,2/8/1992
255799,e0003,10/20/1956,Jordanka,Katalagarianos,M,2/11/1990
108001,e0003,8/31/1958,Alejandro,Gecseg,F,1/6/1987
53047,e0003,10/11/1956,Bogdan,Michaels,F,8/5/1985
279287,s0001,4/10/1953,Uli,Ranum,M,2/26/1986
234205,s0001,3/22/1959,Magdalena,Bernini,M,7/3/1985
66930,e0003,5/1/1956,Eberhardt,Antonakopoulos,F,6/17/1987
34457,s0001,4/13/1960,Suebskul,Felcyn,M,3/21/1998
91473,e0003,7/19/1954,Gadiel,Kuzuoka,M,3/3/1987
468201,s0001,1/22/1953,Nirmal,Thorensen,M,8/22/1994
75727,e0003,5/20/1955,Marko,Miculan,F,8/24/1990
16514,e0002,6/20/1962,Przemyslawa,Luiz,F,8/5/1988
258891,e0002,8/26/1960,Fuqing,Shanbhogue,F,8/7/1990
420163,e0003,8/25/1963,Bernice,Krupka,F,6/10/1990
219043,s0001,8/5/1958,Hairong,Bondorf,M,3/11/1985
299515,s0001,5/30/1953,Reinhold,Hutter,F,12/1/1988
108510,s0002,6/23/1959,Ingemar,Unni,F,1/2/1998
491516,s0001,3/4/1955,Neelam,Heiserman,F,6/14/1985
204833,s0001,2/13/1953,Edwin,Skafidas,F,11/3/1989
450482,s0001,8/31/1957,Pramod,Goldhammer,F,3/17/1985
106982,e0004,5/3/1956,Ulf,Ullian,M,5/20/1989
54873,e0003,5/20/1957,Miyeon,Taubman,M,9/28/1987
76146,e0002,6/27/1962,Mariangiola,Halloran,M,12/13/1993
272778,e0004,1/20/1957,Yifei,Goldhammer,M,3/3/1993
420517,s0001,5/11/1961,Arnould,Engelmann,M,3/23/1997
220206,e0003,11/22/1952,Wuxu,Iisaku,M,9/29/1987
418162,e0002,4/19/1956,Lalit,Randt,M,1/29/1995
296003,e0004,2/28/1955,Gay,Khamsi,M,5/27/1986
490958,e0002,3/22/1961,Ger,Matzov,F,5/17/1987
468545,e0003,10/9/1962,Shichao,Herber,M,2/5/1985
221345,e0004,2/16/1960,Xiaobin,Wielonsky,F,10/14/1988
258420,s0002,8/1/1962,Arne,Geffroy,M,9/7/1986
403699,e0004,4/30/1956,Mrinalini,Muntz,M,4/28/1986
58730,e0003,12/2/1962,Jeanne,Luit,M,1/30/1988
204125,e0001,4/20/1957,Feipei,Ligten,F,4/29/1986
454314,e0003,4/25/1956,Yoshinari,Maraist,M,2/7/1985
439080,s0001,3/23/1961,Guther,Silva,M,4/15/1996
238668,e0003,3/14/1957,Vasiliy,Syang,M,3/26/1987
101745,e0001,8/4/1959,Yakichi,Slutz,F,6/17/1988
102700,e0003,6/6/1954,Juichirou,Hedayat,F,1/17/1987
69073,e0003,5/13/1952,Uwe,Pearson,M,8/14/1995
54728,e0002,1/17/1953,Xudong,Polupanov,M,2/15/1993
41260,e0003,3/30/1959,Apostol,Comellas,F,3/1/1997
274736,s0001,7/12/1957,Ziya,Farrag,M,5/4/1991
442684,e0003,10/16/1964,Alair,Reinhard,F,9/25/1990
46924,e0002,5/27/1962,Anneke,Coorg,F,4/18/1987
46055,e0003,3/15/1952,Charlene,Fabrizio,F,2/13/1986
432533,e0003,6/28/1953,Kazuyasu,Pileggi,M,1/16/1986
480318,e0002,3/7/1959,Temple,Zastre,M,7/22/1986
244892,e0003,11/17/1953,Guther,Huxford,M,11/20/1986
495449,e0003,9/28/1957,Phuoc,Figueira,F,6/22/1988
456756,e0002,5/26/1956,Monique,Copas,M,5/24/1987
485800,s0001,4/16/1954,Pranas,Irland,F,3/14/1990
203141,s0002,8/5/1959,Hitomi,Trystram,M,9/18/1993
481377,e0002,11/20/1959,Yinghua,Petersohn,M,9/25/1986
236477,e0003,2/4/1960,Susanne,Laurillard,M,1/2/1988
477386,e0004,7/30/1959,Mitchel,Marchesini,M,2/27/1989
207806,s0001,1/1/1961,Limsoon,Alameldin,F,11/17/1990
46645,e0002,2/22/1960,Shuzo,Ramsay,F,5/19/1993
243731,s0002,10/3/1958,Xiaoheng,Rikino,F,8/10/1990
251611,e0004,9/2/1956,Chenye,Halloran,M,6/8/1990
489916,e0002,7/1/1955,Steve,Munoz,F,12/10/1986
72332,s0001,12/3/1955,Yechezkel,Roccetti,M,1/11/1990
81013,e0003,5/18/1964,Shaw,Servieres,F,9/9/1994
77846,e0003,6/3/1962,Shooichi,Kitsuregawa,F,11/21/1987
254281,e0003,1/26/1955,Anwar,Keirsey,M,11/5/1991
240160,e0003,4/16/1952,Abdelghani,Clouatre,F,3/15/1985
442798,e0002,8/23/1959,George,Smailagic,M,2/7/1995
488244,e0003,10/22/1957,Zhigen,Baer,M,12/9/1985
225172,e0002,6/4/1958,Ekawit,Decaestecker,M,5/28/1990
103110,e0002,7/5/1956,Maria,Vuskovic,F,10/22/1994
42572,e0002,11/30/1956,Mads,Ramalingam,M,8/1/1986
280203,e0003,5/9/1961,Eckart,Yurov,F,12/4/1991
203287,e0003,4/8/1956,Yahiko,Cronan,M,11/28/1996
62161,e0002,11/22/1964,Yakichi,Zuberek,F,5/15/1993
76098,e0003,4/9/1958,Shin,Kambil,M,1/27/1994
44320,s0002,2/9/1958,Kien,Skrikant,M,9/12/1996
487591,e0003,5/16/1962,Leni,Constantine,M,4/1/1987
238812,e0004,3/18/1963,Yongmin,Leuchs,M,11/4/1985
261794,s0001,5/6/1961,Mingdong,Dulli,M,8/12/1987
402419,s0001,10/14/1962,Hiroyasu,Gurbaxani,M,11/10/1989
42274,e0001,9/19/1952,Gal,Grospietsch,M,11/20/1988
17548,s0001,12/5/1962,Xuedong,Fujisaki,M,3/9/1986
54822,e0003,7/20/1962,Shuzo,Avouris,F,9/6/1985
466968,s0001,4/29/1964,Lene,Kitai,F,4/22/1985
106542,e0001,8/5/1961,Caolyn,Pietrzykowski,F,9/5/1995
419189,e0003,11/11/1956,Fei,Minakawa,M,3/26/1990
268674,s0001,7/11/1963,Keung,Zambonelli,F,4/19/1994
218786,e0002,2/6/1962,Gopalakrishnan,Uludag,F,11/26/1993
33978,s0001,10/20/1954,Maren,Alpay,M,8/8/1993
244804,e0003,11/12/1952,Beshir,Serre,M,12/8/1986
43648,s0001,4/26/1953,Sigeru,Wixon,M,9/3/1992
250065,s0002,12/22/1955,Fumiko,Azadmanesh,M,4/11/1998
210670,e0002,9/14/1953,Hugo,Ranst,F,10/14/1990
200833,s0002,7/31/1956,Ottavia,Perl,M,7/1/1986
446623,s0001,4/12/1964,Beshir,Angelopoulos,M,3/7/1987
489849,s0001,5/26/1964,Gennadi,Perly,F,5/10/1988
207955,s0001,12/25/1952,Geoffry,Pillow,F,4/29/1993
216283,e0002,2/1/1954,Sorina,Capobianchi,M,5/20/1989
438089,s0001,9/23/1957,Kensei,Terkki,M,2/3/1988
217885,s0001,8/28/1958,Pasqua,Chepyzhov,M,1/19/1990
212929,s0001,8/6/1960,Jixiang,Perri,M,3/29/1993
51532,e0003,7/25/1962,Dmitri,Zobel,M,11/3/1991
201822,s0001,10/25/1961,Huai,Lorch,M,2/1/1987
94904,e0004,6/17/1959,Lenore,Perly,M,10/31/1985
473504,s0001,2/15/1956,Taegyun,Peron,M,4/19/1998
101025,e0002,11/13/1959,Patricia,Gomatam,M,6/22/1991
401985,s0001,6/2/1961,Gino,Penttonen,M,9/8/1992
74767,e0002,10/14/1960,Keiichiro,Puoti,M,10/13/1996
54072,s0001,7/25/1956,Khalil,Pargas,F,5/4/1987
277453,s0001,9/16/1961,Abdelwaheb,Basawa,F,10/28/1986
461899,s0001,8/2/1964,Marin,Kusakari,F,1/26/1991
31324,e0003,11/27/1960,Hsiangchu,Pehl,M,11/24/1985
207160,e0002,6/8/1959,Christoper,Herbst,F,12/2/1996
208346,e0003,12/18/1953,Dharmaraja,Lorho,M,5/27/1987
39172,e0003,2/6/1957,Arvind,Waeselynck,M,11/7/1985
290348,s0001,10/20/1954,Becky,Jakobus,M,3/24/1985
59155,e0002,12/6/1954,Larisa,Crooks,F,7/11/1995
406849,e0002,6/7/1958,Doohun,Leppanen,F,3/2/1992
23810,e0003,11/28/1960,Barry,Fritzsche,M,7/4/1985
485639,s0001,7/19/1952,Arumugam,Lorin,M,2/9/1989
435530,e0003,12/27/1964,Rosli,Rajcani,F,11/18/1992
438111,s0001,5/7/1960,Shigehito,Frolund,M,5/24/1992
438267,s0001,5/7/1955,Malu,Sichman,M,3/6/1988
105846,e0002,5/13/1960,Moto,Demos,F,2/28/1995
108003,e0002,11/12/1960,Xiahua,Lieblein,M,10/12/1988
460260,s0001,7/6/1963,Lillian,Zweizig,M,3/13/1990
297723,s0001,5/8/1956,Malu,Rathonyi,F,3/28/1987
412579,s0001,12/27/1957,Sariel,Chenney,F,12/15/1988
262914,s0002,2/12/1961,Tamiya,Heping,M,6/24/1992
288930,e0004,12/27/1953,Rosine,Tiemann,M,8/26/1993
91959,e0003,4/29/1961,Tianruo,Rahimi,M,2/22/1988
212125,e0003,10/15/1954,Xuedong,Rossi,M,4/12/1986
77585,e0004,8/26/1955,Ennio,Rossi,M,10/2/1988
498034,s0001,11/16/1962,Khedija,Boyle,M,5/13/1991
462835,s0001,9/19/1963,Flemming,Vilarrasa,M,6/10/1985
107161,s0001,9/28/1957,Shawna,Leuchs,F,9/8/1986
430346,e0003,3/14/1960,Harngdar,Panangaden,M,3/11/1989
60602,s0001,6/26/1957,Mara,Fiebach,F,10/28/1993
249878,e0003,10/5/1962,Shigeu,Isaak,F,7/3/1989
444290,s0001,2/28/1961,Harngdar,Gire,M,2/11/1986
221176,s0001,10/10/1957,Sachin,Ebeling,M,1/2/1996
28327,e0003,8/14/1954,Pascal,Welham,M,7/1/1985
402902,s0001,11/2/1962,Aram,Rodier,F,9/9/1989
84549,e0003,1/15/1955,Remco,Morrin,F,5/6/1989
45493,s0001,6/26/1954,Oscar,Itzigehl,F,11/8/1989
447561,s0001,8/15/1963,Constantine,Hedayat,F,12/2/1986
238633,s0001,8/27/1962,Masali,Tomescu,M,7/10/1989
481565,s0001,5/31/1961,Hilary,Makrucki,M,3/21/1985
88569,s0002,2/16/1962,Barton,Jenevein,M,3/24/1986
435415,s0001,10/3/1960,Yuuichi,Reinhard,F,9/17/1985
267457,e0001,2/26/1953,Ramalingam,Benaini,M,8/8/1985
448160,e0003,8/23/1964,Clyde,Perly,M,9/10/1986
37643,s0002,1/17/1957,Subhada,Haumacher,M,5/1/1988
65090,e0003,12/2/1957,Tsutomu,Werthner,F,11/9/1987
277572,e0002,8/19/1954,Qingxiang,McFarlan,F,11/5/1987
35251,s0001,12/31/1964,Sudhanshu,Gustavson,F,7/8/1991
55378,s0001,3/20/1960,Jaihie,DeMori,M,7/26/1992
79979,e0003,10/26/1955,Yunming,Papsdorf,M,12/29/1986
88561,s0002,8/14/1960,Honglan,Homond,F,7/22/1985
442055,s0001,12/2/1957,Sadun,Benaini,M,8/16/1990
407265,e0002,7/5/1952,Weidon,Cooley,M,3/23/1997
289697,e0003,10/12/1964,Mohua,Ranta,M,1/20/1987
97245,e0003,1/18/1962,Vivian,Broomell,F,7/16/1985
24684,e0003,8/2/1952,Abdelaziz,Junet,M,4/10/1989
55127,e0003,10/7/1952,Volkmar,Kugler,M,11/24/1993
225640,e0003,12/7/1956,Elrique,Heping,M,2/7/1988
441614,s0002,2/14/1959,Owen,Brattka,M,2/20/1991
47111,e0003,10/11/1957,Yakichi,Capobianchi,M,10/2/1988
53321,e0003,4/20/1960,Remko,Homond,F,6/13/1985
249097,s0002,9/30/1953,Surveyors,Cappello,F,10/3/1991
221087,s0001,5/20/1956,Tsz,Suppi,M,3/8/1986
44727,s0001,11/1/1962,Annemarie,Sidje,F,4/14/1985
67731,e0002,10/15/1956,Khue,Gips,F,10/6/1988
426768,e0004,6/24/1964,Marl,Ranka,F,2/18/1996
57740,e0003,6/5/1953,Georgi,Osgood,M,10/26/1986
48766,s0001,9/7/1955,Martien,Ernst,M,1/15/1989
464322,s0001,5/26/1952,Sandeepan,Sessa,M,6/22/1986
237875,s0001,10/22/1956,Muneo,Nicolson,F,12/25/1989
279918,e0002,7/18/1961,Adib,Nooteboom,F,7/31/1995
17687,s0001,12/14/1962,Lucian,Undy,M,4/1/1997
230497,s0001,6/21/1952,Heeju,Randi,M,10/6/1992
247858,e0003,7/30/1954,Conor,Fritzsche,M,8/12/1988
263221,e0002,2/24/1962,Aruna,Cichocki,M,1/8/1988
402973,e0002,11/17/1956,Marlo,Tanemo,F,8/22/1990
481777,e0003,3/18/1953,Shooichi,Gruenwald,F,10/4/1987
491125,s0002,5/7/1964,Feixiong,Vigier,M,7/18/1995
270047,s0002,5/31/1954,Kerryn,Oehlmann,M,9/5/1991
280148,e0003,8/15/1960,Takahito,Soicher,M,3/27/1985
472238,e0003,1/31/1965,Jungsoon,Gubsky,M,10/9/1990
428675,s0002,4/6/1952,Mountaz,Erol,M,9/15/1985
32908,e0003,8/2/1963,Ramzi,Thiria,F,12/14/1986
413720,s0001,5/1/1960,Ramachenga,Madeira,F,5/1/1993
95531,s0001,7/2/1955,Monique,Petersohn,M,5/10/1991
84704,s0001,5/21/1964,Niclas,Maliniak,M,2/6/1990
446376,s0001,6/21/1952,Duangkaew,DeMori,F,6/12/1985
478874,e0003,4/17/1957,Toshiki,Lovengreen,F,8/28/1992
73198,s0001,10/26/1964,Goo,Goldhammer,M,3/1/1992
400502,e0003,11/23/1953,King,Porotnikoff,M,12/7/1993
258544,e0003,11/8/1963,Demos,Bahi,F,10/5/1986
441051,e0003,7/15/1953,Florina,Dymetman,M,4/27/1993
17456,s0001,1/2/1962,Peer,Taneja,F,2/16/1988
90762,s0001,7/10/1952,Paris,Choobineh,F,7/4/1985
400449,e0003,6/21/1960,Poornachandra,Templeman,F,2/19/1985
414867,e0002,3/29/1952,JiYoung,McAffer,M,4/7/1997
63991,e0003,10/13/1960,Adam,Hiyoshi,F,7/2/1993
413598,e0003,12/29/1955,Boriana,Lunn,F,8/6/1986
27885,e0003,2/22/1957,Ziya,Cronau,M,9/14/1986
83597,s0002,10/27/1953,Sajjan,Llado,M,6/5/1987
461762,s0001,12/4/1955,Yechiam,Speer,M,10/20/1988
412308,e0003,4/28/1953,Chiradeep,Zhiwei,M,7/2/1985
489096,s0001,7/11/1963,Xiaobin,Gimarc,F,8/18/1988
246455,e0004,3/27/1957,Christ,Lindenbaum,F,1/14/1998
472430,s0001,6/21/1960,Lalit,Pellegrinelli,F,8/29/1986
415445,e0003,3/22/1964,Xiaoqiang,Hashii,M,6/30/1988
101386,e0003,8/18/1962,Kwun,Angiulli,M,12/13/1991
464213,s0001,5/26/1957,Vitali,Gubsky,M,11/13/1987
238531,e0003,12/21/1952,Ugo,Birdsall,M,5/12/1987
57588,e0002,5/15/1962,Shugo,Crouzet,M,6/25/1993
232006,s0001,11/2/1961,Wilmer,Siprelle,M,5/7/1991
268266,s0001,5/9/1957,Shir,Mateescu,M,8/8/1989
66921,e0003,11/10/1953,Weiru,Deville,M,9/15/1987
434648,e0003,7/9/1959,Bowen,Majewski,M,1/5/1990
400340,s0001,11/17/1953,Gio,Famili,F,10/21/1987
467087,e0002,6/12/1953,Chaosheng,Anido,M,1/14/1987
434135,e0002,8/5/1964,Along,Jayawardene,M,11/15/1995
101514,e0002,1/9/1962,Ger,Broomell,F,8/9/1996
267759,e0003,8/29/1958,Arif,Lenart,M,3/17/1989
247991,e0003,3/27/1961,Zejun,Madeira,M,5/1/1993
458444,s0001,5/3/1959,Mahmut,Lorie,F,10/22/1991
421414,e0002,9/30/1961,Miquel,Strooper,F,6/14/1994
414260,s0001,2/20/1961,Sedat,Kuhnemann,F,6/2/1986
201594,e0003,4/11/1957,Isaac,Figueira,M,12/3/1989
229228,e0003,9/5/1955,Chanjung,Vuskovic,M,2/24/1989
266842,e0003,5/13/1963,Houman,Stifter,M,2/8/1997
47376,e0004,6/3/1955,Mats,Rouquie,M,8/18/1985
98744,s0001,4/9/1957,Geraldo,Iisaku,M,5/9/1994
259352,e0003,9/9/1964,Dulce,Rande,M,7/9/1987
71610,e0003,1/16/1954,Kwangsub,Landherr,F,2/5/1991
27805,e0003,3/30/1959,Shay,Ranon,F,10/6/1986
39227,s0001,1/31/1961,Moss,Terlouw,M,9/22/1991
469105,s0001,2/22/1960,Dinah,Reinhard,F,12/21/1990
244760,e0003,7/23/1957,Jiann,Maccarone,F,3/7/1990
34259,s0001,1/17/1953,Toshiki,Lamparter,M,11/24/1990
273372,s0002,3/14/1956,Arumugam,Back,F,1/23/1994
444692,s0001,11/3/1960,Sham,Heuter,M,3/13/1993
439365,s0001,7/1/1958,Kitty,Sadowsky,M,3/21/1985
254824,e0003,9/10/1953,Along,Wossner,M,7/21/1990
450288,e0003,9/17/1954,Angus,Braunschweig,M,2/17/1988
20476,s0002,12/18/1956,Niranjan,Serov,M,1/11/1989
454550,s0001,11/19/1953,Ravishankar,Zweizig,F,3/8/1988
109066,s0001,1/19/1963,Margo,Zweizig,F,10/26/1987
240325,e0003,6/12/1953,Jinxi,Ducloy,F,8/3/1993
434252,s0001,4/10/1960,Jenwei,Eickenmeyer,M,12/7/1994
217511,e0002,3/9/1958,Baoqiu,Harnett,F,10/9/1995
408718,s0002,5/30/1958,Gennady,McClurg,M,12/19/1990
299500,e0003,9/1/1959,Jixiang,Conia,F,6/24/1994
498747,e0003,4/9/1957,Chiradeep,Sooriamurthi,F,2/27/1989
26581,e0004,4/7/1961,Mansur,Weiland,M,7/19/1986
47627,s0002,4/26/1953,Alejandra,Harbusch,F,8/3/1988
419898,s0001,10/7/1955,Zhanqiu,Merkl,M,7/21/1986
259003,e0003,1/17/1955,Cathie,Radivojevic,M,11/3/1992
466515,s0002,7/20/1963,Shigehiro,Bondorf,M,10/30/1990
47280,e0002,7/13/1953,Maria,Rissanen,M,4/14/1989
10902,e0001,5/9/1964,Inderjeet,Perly,M,4/22/1990
24487,e0003,2/4/1958,Yonghoan,Hasenauer,M,4/19/1987
58534,s0001,5/31/1953,Beshir,Jayawardene,M,7/27/1995
454221,s0001,8/27/1955,Emdad,Porotnikoff,M,2/18/1989
89616,e0003,3/10/1964,Samphel,Tchuente,M,6/23/1986
261654,s0001,9/21/1959,Uli,Schach,F,6/30/1985
59827,e0002,2/7/1964,Heping,Melton,M,3/20/1994
220740,s0002,3/24/1961,Udo,Butner,F,4/27/1987
56217,s0001,12/3/1955,Gao,Zizka,M,10/24/1986
268549,e0002,2/18/1961,Guenter,Munos,M,2/25/1989
79184,s0001,4/28/1962,Mani,Peot,F,1/8/1994
441718,s0001,10/28/1961,Muneo,Brodal,F,4/19/1991
470051,e0002,4/15/1961,Susanne,Azadmanesh,M,3/15/1992
87978,s0001,12/9/1954,Moni,Lorch,F,2/8/1987
413315,e0003,2/26/1958,Monique,Bellone,M,4/22/1990
477220,s0001,8/10/1956,Debaprosad,Zucker,F,1/22/1993
233547,s0001,8/7/1954,Masali,Dichev,M,2/2/1986
277823,e0002,11/9/1962,Carrsten,Keirsey,F,10/18/1997
434940,e0002,11/19/1961,Gianluca,Demir,F,7/1/1985
497061,s0001,2/25/1963,Phuoc,Bardell,M,12/13/1988
288274,s0001,7/23/1955,Selwyn,Alblas,F,6/16/1987
483268,e0003,9/21/1961,Gita,Farris,M,4/3/1987
459235,s0001,5/30/1952,Rafael,Krichel,M,1/8/1997
439753,s0002,12/4/1956,Nevio,Mellouli,F,3/20/1985
478177,s0001,1/8/1960,Leaf,Hofman,M,6/15/1995
96735,e0003,10/12/1955,Zejun,Conti,M,11/14/1985
21992,s0001,4/1/1960,Yurii,Tetzlaff,M,12/26/1986
97311,s0002,1/28/1953,Nidapan,Aseltine,F,1/25/1995
85028,s0002,12/7/1952,Ebru,Heydon,F,8/30/1987
479750,e0002,2/20/1960,Bernt,Siochi,M,10/11/1993
450192,s0001,6/28/1952,Sachem,Ghalwash,M,4/2/1985
464739,s0001,7/7/1958,Chinya,Fiutem,M,11/10/1987
434197,s0001,3/7/1957,Satosi,Preusig,F,8/23/1985
475952,e0002,9/9/1959,Uma,Zastre,M,6/6/1992
25470,s0001,11/1/1954,Tze,Sifakis,M,5/16/1994
85712,s0001,11/29/1956,Fumitake,Conte,M,6/25/1992
422131,e0002,5/23/1955,Adin,Kleiser,M,8/28/1986
464370,s0001,9/7/1962,Pranas,Yetim,F,8/13/1993
101375,e0003,9/30/1959,Atilio,Piveteau,M,8/30/1985
486176,e0003,2/16/1954,Rayond,Babb,F,5/11/1985
459137,e0003,11/28/1957,Tadahiro,Silva,F,8/2/1985
215275,e0003,11/28/1952,Thanasis,Lenart,F,7/14/1990
43350,e0003,1/9/1962,Sham,Awdeh,F,10/23/1987
271698,e0003,12/24/1956,Shao,Ranta,F,3/11/1987
244205,s0001,5/20/1952,Conor,Hofting,F,7/3/1986
106534,e0003,2/9/1952,Shounak,Trogemann,M,8/6/1989
473793,s0001,8/25/1964,Petter,Serra,M,7/5/1986
270413,s0001,10/29/1961,Rafael,Kirkerud,M,3/13/1985
47335,s0001,10/16/1959,Tetsushi,Bultermann,M,11/7/1993
426593,e0002,9/11/1954,Masami,Fontan,F,1/8/1992
433872,e0003,6/8/1955,Feiyu,Nannarelli,M,11/13/1993
12337,e0003,1/5/1958,Leaf,Murtha,M,9/27/1988
421333,s0001,6/30/1960,Bogdan,Pollock,M,3/7/1987
261192,s0001,11/8/1955,Susanta,Schneeberger,M,4/4/1988
43016,s0001,9/28/1962,Jayson,Barbanera,F,11/10/1988
253637,e0003,2/18/1960,Bingning,Knightly,M,7/10/1992
225869,e0002,8/1/1963,Venkatesan,Mikschl,F,4/17/1987
432538,s0001,12/19/1953,Isaac,Matzat,F,3/27/1988
103221,e0003,6/10/1958,Masoud,Speer,M,5/25/1990
87578,s0001,5/2/1962,Gopalakrishnan,Antonisse,M,7/12/1990
471471,e0003,1/4/1961,Greger,Morton,M,11/12/1987
469384,s0001,10/8/1954,Shahab,Nivat,F,2/4/1988
212185,s0001,7/1/1957,Gonzalo,Christ,F,9/3/1987
100179,e0002,4/12/1964,Gennadi,Showalter,F,5/25/1989
246249,e0003,6/7/1955,Jamaludin,Remmele,F,6/14/1986
480068,e0003,1/5/1958,Augustine,Garigliano,M,6/4/1987
484582,s0002,9/21/1955,Tsvetan,Kobara,F,3/19/1990
477975,e0003,1/2/1963,Nahum,Capobianchi,F,7/7/1991
209012,s0001,1/17/1959,Vasilii,Karunanithi,M,10/15/1986
257782,s0002,8/16/1963,Vishwani,Walston,F,6/14/1992
241159,s0002,10/1/1963,Richara,Peng,M,10/1/1992
475777,e0003,11/30/1963,Vidar,Cheshire,M,5/7/1993
431908,s0001,8/23/1961,Yucai,Vuskovic,F,2/13/1990
58957,s0001,11/3/1954,Feiyu,Luft,M,7/19/1994
435335,e0002,11/21/1957,Gregory,Rosiles,F,9/1/1994
67552,e0002,4/13/1961,Serap,Eiron,F,10/23/1994
215245,e0004,7/7/1955,Tomofumi,Pouyioutas,M,5/6/1989
401837,e0003,4/11/1960,Denis,Berendt,F,10/11/1985
438101,e0002,9/1/1961,Fumitake,Brookman,F,4/15/1995
268911,s0001,10/7/1955,Randi,Carrera,M,6/25/1985
32474,e0001,12/8/1953,Sariel,Eterovic,F,8/6/1995
95486,s0001,4/14/1960,Nikolaos,Linares,M,3/12/1993
455977,s0001,12/6/1952,Sanjay,Beidas,F,3/13/1996
232463,e0003,12/17/1962,Boutros,Lorys,F,7/15/1986
209909,e0002,4/6/1962,Sanjeeva,Farrag,F,8/7/1985
277918,e0002,11/12/1960,Shridhar,Serov,F,7/10/1988
33736,e0003,11/13/1953,DeForest,Koyama,M,12/24/1988
93013,s0002,7/30/1962,Takanari,Ozeki,M,8/7/1995
89205,s0001,11/7/1962,Persi,Panangaden,M,9/21/1992
224235,s0001,6/7/1959,Mohamadou,Kumaresan,M,5/10/1989
32753,s0001,10/30/1955,Kristen,Debuse,F,3/7/1989
432372,s0001,11/7/1959,Yaghout,Suermann,F,12/29/1988
18231,s0002,12/27/1954,Rafols,Falby,M,11/11/1992
38353,e0002,9/25/1956,Marsha,Polajnar,M,4/15/1989
24480,e0003,4/8/1961,Yucel,Glinert,M,11/29/1991
234751,s0001,6/6/1962,Shunichi,Plessier,M,2/26/1996
65276,s0002,4/4/1957,Jiakeng,Suermann,M,8/7/1986
53896,s0001,8/24/1953,Chinya,Trogemann,M,7/14/1989
476138,e0003,8/4/1958,Ioana,Genther,M,8/31/1994
485055,e0003,11/24/1954,Cullen,Zyda,F,11/30/1987
254616,s0002,12/20/1964,Kristin,Baek,F,9/15/1985
16300,e0003,10/10/1953,Jackson,Coney,F,9/3/1990
30361,e0002,4/3/1955,Nidapan,DasSarma,M,5/1/1994
228694,s0001,5/25/1957,Elrique,Ullian,M,1/2/1992
51878,e0003,2/15/1953,Goh,Braunmuhl,M,9/7/1987
220052,e0003,4/25/1961,Taiji,Granlund,M,3/14/1987
406689,e0002,9/4/1961,Yolla,Dredge,M,10/8/1993
421587,e0003,4/11/1963,Menkae,Pollock,F,6/17/1996
283041,e0003,1/4/1965,Nathalie,Foote,F,4/14/1987
41114,e0004,1/25/1965,Petter,Thummel,M,9/16/1986
402081,s0001,10/20/1954,Tianruo,Bail,F,12/22/1989
278139,e0001,10/29/1952,Susanna,Merli,M,5/24/1988
440724,s0001,8/26/1963,Hilari,Chleq,M,4/9/1988
233337,s0001,7/21/1963,Eberhardt,Schneeberger,F,12/10/1991
85604,s0001,9/3/1959,Hiroyasu,Merlo,M,10/19/1993
30435,e0003,6/4/1961,Morrie,Beeson,F,6/28/1989
234989,e0003,1/12/1964,Arno,Gide,M,8/14/1985
467121,s0001,5/21/1958,Irena,Gimarc,M,5/15/1990
273778,s0001,4/22/1953,Maik,Landherr,M,3/6/1985
44370,e0003,1/28/1964,Jaana,Hardjono,M,9/25/1985
47432,e0003,3/10/1959,Ingemar,Suppi,F,10/23/1991
238882,e0002,3/30/1954,Huei,Msuda,F,6/29/1990
209944,s0001,7/15/1959,Chinhyun,Olivero,M,6/20/1997
485435,s0001,7/10/1958,Tuval,Lorch,F,9/30/1989
87258,e0003,4/14/1962,Phillip,Compeau,F,9/21/1985
450692,s0002,9/9/1959,Chinhyun,Segond,M,1/11/1987
237687,e0004,11/19/1960,Byong,Navazio,M,6/26/1987
93168,e0003,5/4/1959,Xuedong,Ligten,M,4/13/1985
467857,e0002,8/19/1960,Kwok,Puoti,M,8/27/1986
200358,e0003,5/11/1958,Lihong,Munke,M,4/13/1986
478608,e0003,2/27/1955,Aemilian,Hemaspaandra,M,11/28/1987
29910,e0003,10/1/1960,Flemming,Brandsma,M,5/7/1989
218202,s0002,5/6/1959,Bedir,Demke,M,7/10/1985
499647,e0003,9/26/1954,Mohamadou,Hemaspaandra,M,2/5/1991
230886,e0003,5/6/1958,Wayne,Garigliano,F,10/15/1997
201917,e0002,4/24/1952,Arlette,Billingsley,M,10/3/1985
109509,e0003,3/25/1959,Yurij,Conte,F,1/19/1989
228805,s0001,2/10/1962,Matt,Perry,F,11/16/1991
259690,s0001,6/22/1963,Conal,Pauthner,M,4/8/1989
433537,e0004,9/9/1955,Roselyn,Picel,M,6/20/1985
248247,e0003,8/2/1958,Xiaoqiu,Bala,F,11/2/1988
471685,e0004,8/26/1960,Arif,Rajala,M,3/30/1985
204424,e0002,5/24/1959,Valery,Nishimukai,F,9/30/1991
75048,e0002,2/7/1960,Tsz,Szmurlo,M,12/2/1987
454869,e0003,9/26/1952,Zine,Solares,M,11/1/1991
